name,Type,Bars,Tidal,g-i
manga-9024-3704,-5,0,0,1.108699999999999
manga-8601-1901,-5,0,0,1.1062000000000012
manga-8977-6104,-5,0,1,0.9542000000000002
manga-7979-6101,-5,0,0,1.1513999999999989
manga-8239-3703,-5,0,0,1.1621999999999986
manga-8135-3703,-5,0,0,1.2540999999999976
manga-9048-6103,-5,0,0,1.2131000000000007
manga-8331-6101,-5,0,1,1.0216999999999992
manga-9024-6103,-5,0,0,0.9571000000000005
manga-9491-12705,-5,0,1,1.0802000000000014
manga-8331-6103,-5,0,0,1.1164999999999985
manga-9024-6104,-5,0,0,1.1781000000000006
manga-8933-12702,-5,0,0,1.1264000000000003
manga-9048-9102,-5,0,0,1.2806999999999995
manga-8239-6103,-5,0,0,1.1081000000000003
manga-8331-9101,-5,0,0,1.1610000000000014
manga-9025-12701,-5,0,1,1.2036000000000016
manga-8933-12704,-5,0,0,1.2779999999999987
manga-8263-9102,-5,0,1,1.1861999999999995
manga-8331-9102,-5,0,0,1.1106000000000016
manga-9025-12702,-5,0,0,1.9572000000000003
manga-8933-12705,-5,0,0,1.124600000000001
manga-9025-12703,-5,0,0,1.116500000000002
manga-8601-6104,-5,0,0,1.1646
manga-9049-12705,-5,0,0,1.1975999999999978
manga-10493-1901,-5,0,0,1.2423000000000002
manga-8547-1902,-5,0,0,1.270699999999998
manga-8451-1901,-5,0,0,0.9573999999999998
manga-8978-3702,-5,0,0,1.2419000000000011
manga-8602-12702,-5,0,0,1.1209000000000024
manga-9491-6104,-5,0,0,1.2072000000000003
manga-7990-1901,-5,0,1,1.3445999999999998
manga-8547-3701,-5,0,0,1.2081000000000017
manga-10493-3702,-5,0,1,0.9906999999999968
manga-8602-12704,-5,0,0,1.1519000000000013
manga-8547-3703,-5,0,0,1.1539000000000001
manga-8137-1902,-5,0,0,1.1309000000000005
manga-8241-3701,-5,0,0,1.149000000000001
manga-9025-6101,-5,0,0,1.226700000000001
manga-8933-6104,-5,0,0,1.0200999999999993
manga-10493-6102,-5,0,0,1.1659000000000006
manga-8241-3702,-5,0,0,1.1103000000000023
manga-9025-6102,-5,0,1,1.1697999999999986
manga-8137-3703,-5,0,0,1.1580000000000013
manga-8711-12704,-5,0,0,1.1402999999999999
manga-10493-6103,-5,0,0,1.439899999999998
manga-8332-6102,-5,0,0,1.6783000000000001
manga-8933-9102,-5,0,0,1.513399999999999
manga-9870-9102,-5,0,0,1.2754000000000012
manga-8451-6104,-5,0,1,1.0629999999999988
manga-8137-6101,-5,0,0,1.1615000000000002
manga-8711-1901,-5,0,0,1.0547000000000004
manga-9492-1902,-5,0,0,0.8636999999999979
manga-8547-9101,-5,0,0,1.3049
manga-8137-6102,-5,0,1,1.145500000000002
manga-9025-9101,-5,0,0,1.2447000000000017
manga-8979-12702,-5,0,0,1.0719999999999992
manga-8241-6103,-5,0,0,1.1293999999999969
manga-8137-6103,-5,0,1,1.229300000000002
manga-8711-3702,-5,0,0,1.1582000000000008
manga-9050-12702,-5,0,0,1.1742999999999988
manga-8241-6104,-5,0,0,1.2870000000000026
manga-8137-9101,-5,0,1,1.1930000000000014
manga-10494-12703,-5,0,0,1.2323000000000022
manga-8309-12702,-5,0,0,1.0928000000000004
manga-10494-12704,-5,0,1,1.2711000000000006
manga-7991-12702,-5,0,1,1.2240000000000002
manga-9026-12704,-5,0,0,1.116500000000002
manga-8711-6101,-5,0,0,1.213000000000001
manga-8934-3702,-5,0,0,0.9586000000000006
manga-8243-12703,-5,0,1,1.186600000000002
manga-9050-3701,-5,0,0,1.3969999999999985
manga-8333-1901,-5,0,0,1.0457
manga-8548-3701,-5,0,0,1.1982
manga-8309-1902,-5,0,1,0.9786619999999999
manga-8452-3701,-5,0,0,1.2546999999999997
manga-9492-9101,-5,0,1,1.2035000000000018
manga-9050-3703,-5,0,0,1.1446000000000005
manga-8548-3703,-5,0,0,1.146099999999997
manga-9026-3702,-5,0,0,1.1034000000000006
manga-9871-3704,-5,0,0,1.1118999999999986
manga-8309-3701,-5,0,1,0.9826999999999977
manga-7991-3701,-5,0,0,1.3100000000000023
manga-9050-6101,-5,0,1,1.2114000000000011
manga-8333-3703,-5,0,0,1.2317
manga-9050-6102,-5,0,0,0.8210999999999977
manga-8138-3703,-5,0,0,1.1559999999999988
manga-9493-12703,-5,0,1,1.093799999999998
manga-8712-12703,-5,0,0,1.2692000000000014
manga-8603-1902,-5,0,0,1.2436000000000007
manga-10494-6102,-5,0,1,1.1893999999999991
manga-8243-3703,-5,0,0,1.1584000000000003
manga-8309-6102,-5,0,0,0.8697999999999979
manga-8979-9102,-5,0,0,1.1067999999999998
manga-8452-6103,-5,0,0,1.2150999999999996
manga-8243-3704,-5,0,1,1.1357999999999997
manga-10494-6104,-5,0,0,1.2223000000000006
manga-8333-6103,-5,0,0,1.0390000000000015
manga-8548-9101,-5,0,0,1.1943999999999981
manga-8243-6101,-5,0,0,1.1328999999999994
manga-8980-12702,-5,0,0,1.0261999999999993
manga-8452-9101,-5,0,0,1.1884999999999977
manga-8243-6102,-5,0,0,1.1003000000000007
manga-9493-3701,-5,0,0,1.147000000000002
manga-8712-3701,-5,0,0,0.9826999999999977
manga-8603-6101,-5,0,0,1.2003999999999984
manga-8333-6104,-5,0,0,1.247399999999999
manga-8333-9101,-5,0,0,1.279399999999999
manga-8309-9101,-5,0,1,1.192700000000002
manga-8243-6104,-5,0,0,1.218700000000002
manga-7991-9102,-5,0,0,0.8164
manga-7992-12701,-5,0,0,1.1333999999999982
manga-8243-9102,-5,0,1,1.273699999999998
manga-8244-12701,-5,0,0,1.4329999999999998
manga-7992-12705,-5,0,0,1.1880000000000024
manga-9027-1902,-5,0,0,1.0691000000000024
manga-8980-6101,-5,0,1,1.085799999999999
manga-8244-1901,-5,0,1,1.1598000000000006
manga-8712-9102,-5,0,0,1.7725000000000009
manga-7992-3701,-5,0,0,1.1855999999999973
manga-8935-6102,-5,0,0,1.0451000000000015
manga-8604-1901,-5,0,0,1.084900000000001
manga-8549-6101,-5,0,0,1.1452000000000027
manga-8334-6101,-5,0,0,0.9105
manga-8453-6103,-5,0,0,1.153100000000002
manga-8244-3704,-5,0,0,1.1138999999999974
manga-8139-6102,-5,0,0,1.1152000000000015
manga-10496-6104,-5,0,0,1.2065999999999981
manga-8604-3704,-5,0,1,1.078800000000001
manga-8936-12702,-5,0,0,1.245899999999999
manga-8244-6103,-5,0,1,1.1508000000000003
manga-9494-3702,-5,0,0,1.078599999999998
manga-8713-3702,-5,0,0,1.1880999999999986
manga-8604-6102,-5,0,0,1.1984999999999992
manga-8334-9101,-5,0,0,1.3506999999999998
manga-8311-9102,-5,0,0,1.178600000000003
manga-10497-12702,-5,0,0,1.1235
manga-9494-3703,-5,0,0,0.7418000000000013
manga-8713-3703,-5,0,1,0.9139000000000017
manga-8604-6104,-5,0,0,1.1943999999999981
manga-9876-12703,-5,0,0,1.1602999999999994
manga-9876-12704,-5,0,0,0.9337000000000018
manga-10497-12704,-5,0,0,1.2415999999999983
manga-7993-12703,-5,0,1,1.2432999999999979
manga-8550-1901,-5,0,0,1.1734000000000009
manga-8454-12705,-5,0,0,1.380399999999998
manga-9876-1901,-5,0,0,0.9710000000000001
manga-8454-1901,-5,0,0,0.9907000000000004
manga-8713-6103,-5,0,0,1.2438000000000002
manga-8335-1901,-5,0,0,1.0380000000000003
manga-10497-1902,-5,0,0,1.1511999999999993
manga-8454-1902,-5,0,0,0.8795000000000002
manga-8454-3701,-5,0,0,1.2011000000000003
manga-8713-9101,-5,0,0,1.2131000000000007
manga-8982-3703,-5,0,0,0.5747
manga-8606-12703,-5,0,1,1.213000000000001
manga-9088-3701,-5,0,1,1.0665999999999976
manga-7993-1902,-5,0,1,0.6756999999999991
manga-8982-3704,-5,0,0,1.2165999999999997
manga-8606-12704,-5,0,0,1.187100000000001
manga-8936-6101,-5,0,0,0.8058999999999976
manga-9028-3703,-5,0,0,1.1387999999999998
manga-8936-6102,-5,0,0,1.1585999999999999
manga-8454-3703,-5,0,0,1.1266999999999996
manga-10497-3703,-5,0,0,0.5050999999999988
manga-8714-12701,-5,0,0,1.1918000000000006
manga-8982-6102,-5,0,0,1.0772000000000013
manga-8335-3703,-5,0,0,1.3282999999999987
manga-8140-3702,-5,0,0,1.1715000000000018
manga-8550-6101,-5,0,0,1.1811000000000007
manga-9028-3704,-5,0,1,1.1952999999999996
manga-8936-6103,-5,0,1,1.0840000000000032
manga-9088-3704,-5,0,0,1.2124000000000024
manga-8335-6101,-5,0,1,0.902
manga-8140-3704,-5,0,1,1.1111000000000004
manga-9028-6102,-5,0,0,1.2016999999999989
manga-8454-6103,-5,0,0,1.0813000000000024
manga-9088-6103,-5,0,0,1.1739999999999995
manga-8606-3703,-5,0,0,1.1415000000000006
manga-8335-6103,-5,0,0,1.2098000000000013
manga-9028-6104,-5,0,0,1.2000000000000028
manga-9876-6104,-5,0,0,0.8412000000000006
manga-8937-12702,-5,0,0,1.0577000000000005
manga-8454-9101,-5,0,0,1.1963000000000008
manga-10497-9101,-5,0,0,1.130200000000002
manga-8714-1902,-5,0,0,0.8872999999999998
manga-8714-3701,-5,0,0,1.1861999999999995
manga-8312-9101,-5,0,0,1.0801000000000016
manga-8714-3702,-5,0,0,1.2025000000000006
manga-8606-6102,-5,0,0,1.1766000000000005
manga-8312-9102,-5,0,0,1.117799999999999
manga-7993-9102,-5,0,0,1.2256999999999998
manga-8983-12704,-5,0,1,1.2270000000000003
manga-8937-12705,-5,0,0,1.192499999999999
manga-9029-12703,-5,0,0,1.0319000000000003
manga-10498-12703,-5,0,1,1.2978000000000023
manga-8714-3704,-5,0,0,1.1785000000000032
manga-8983-1901,-5,0,0,0.9794000000000018
manga-8606-9101,-5,0,0,1.2251000000000012
manga-8455-12704,-5,0,0,1.1004000000000005
manga-9497-6101,-5,0,0,1.1555
manga-8983-1902,-5,0,1,1.107599999999998
manga-8714-6103,-5,0,0,1.1691000000000003
manga-8983-3701,-5,0,0,1.2967000000000013
manga-8551-1901,-5,0,0,1.1674000000000007
manga-9029-1902,-5,0,0,0.8378000000000014
manga-8336-1902,-5,0,0,1.0686999999999998
manga-8551-3702,-5,0,1,1.0809000000000033
manga-8937-3704,-5,0,0,1.2417000000000016
manga-9497-6104,-5,0,0,1.0383999999999993
manga-8247-1901,-5,0,0,1.1632999999999996
manga-10498-3702,-5,0,0,1.1968999999999994
manga-8313-3701,-5,0,0,1.0703999999999994
manga-10498-3703,-5,0,0,1.036200000000001
manga-8551-3704,-5,0,0,1.2692000000000014
manga-8313-3702,-5,0,0,1.143699999999999
manga-8715-12702,-5,0,0,1.1783000000000001
manga-8313-3703,-5,0,0,0.7103000000000002
manga-8715-12703,-5,0,0,1.2225000000000001
manga-8551-6102,-5,0,0,1.0048999999999992
manga-8247-3702,-5,0,0,1.128499999999999
manga-8937-9101,-5,0,0,-4.6027
manga-8313-3704,-5,0,0,1.1468000000000025
manga-8551-6103,-5,0,0,1.1394999999999982
manga-10498-6103,-5,0,1,1.1839000000000013
manga-8077-6101,-5,0,1,1.2419000000000011
manga-8247-6101,-5,0,1,1.415499999999998
manga-8141-6102,-5,0,0,1.1692
manga-8336-6104,-5,0,0,1.1933000000000007
manga-8141-6103,-5,0,0,1.2614000000000019
manga-9029-9102,-5,0,0,1.2311999999999976
manga-8141-6104,-5,0,0,1.1259000000000015
manga-10498-9102,-5,0,0,1.1588999999999992
manga-8715-3701,-5,0,1,1.3637000000000015
manga-9881-6103,-5,0,0,1.1966999999999999
manga-8715-3702,-5,0,0,0.5034000000000027
manga-9881-6104,-5,0,1,1.1676000000000002
manga-8611-3704,-5,0,1,1.3054000000000023
manga-8141-9101,-5,0,0,1.1110999999999969
manga-8611-6101,-5,0,0,1.213799999999999
manga-9500-1902,-5,0,0,0.963
manga-10499-12702,-5,0,0,1.1618999999999993
manga-9881-9101,-5,0,1,1.2571000000000012
manga-9095-6103,-5,0,0,1.2959999999999994
manga-8715-3704,-5,0,0,1.5973000000000006
manga-8143-12701,-5,0,1,1.1660999999999966
manga-8247-9102,-5,0,0,1.1681999999999988
