name,Type,Bars,Tidal,g-i
manga-8132-6104,-2,0,0,1.2242999999999995
manga-10220-1902,-2,0,0,1.187299999999997
manga-7975-12704,-2,0,1,1.0890000000000022
manga-8595-9102,-2,1,0,1.0832999999999977
manga-9000-1901,-2,0,1,0.9435000000000002
manga-8728-3701,-2,0.5,1,1.2646000000000015
manga-8950-3703,-2,0,0,1.0279999999999987
manga-8133-12704,-2,0,0,1.117099999999997
manga-8448-1902,-2,0,0,1.0143000000000022
manga-8261-1901,-2,0,0,0.848
manga-8156-1901,-2,0,0,0.9472999999999985
manga-8950-6102,-2,0,0,1.1980000000000004
manga-8261-1902,-2,-0.5,0,1.0787000000000013
manga-9000-6101,-2,0,0,1.1479
manga-8597-1902,-2,0.5,0,1.0157000000000025
manga-9865-6104,-2,0,0,0.9157999999999973
manga-8133-3702,-2,0,0,1.2356999999999978
manga-8448-6101,-2,0,0,0.6379999999999981
manga-8329-6101,-2,0,0,1.1189
manga-9488-1901,-2,0,0,1.2680000000000007
manga-9045-6104,-2,0,0,1.5652000000000008
manga-8261-6101,-2,0,0,1.1358999999999995
manga-7975-6104,-2,0,1,1.0105000000000004
manga-8597-3703,-2,0,1,1.1641000000000012
manga-8133-6101,-2,0,0,1.1555999999999997
manga-9488-1902,-2,0,0,0.4081
manga-8156-6103,-2,0,0,1.012599999999999
manga-9047-12701,-2,0,0,1.156600000000001
manga-8655-3702,-2,0,0,1.2170999999999985
manga-8133-6104,-2,0,0,1.1926999999999985
manga-8448-9102,-2,0.25,0,1.1844999999999999
manga-9002-12702,-2,0,1,1.200599999999998
manga-9002-12703,-2,0,1,1.1097000000000001
manga-8952-1902,-2,0,0,1.0853000000000002
manga-8597-9101,-2,0,1,1.1771999999999991
manga-8158-12702,-2,0,0,1.1564000000000014
manga-8931-1902,-2,1,0,0.8864000000000019
manga-9488-6102,-2,0,0,0.8649999999999984
manga-9047-1902,-2,0,0,1.2073
manga-8931-3702,-2,0,0,1.1911000000000023
manga-8655-6104,-2,0,1,1.2218000000000018
manga-8655-9101,-2,0,0,1.1277000000000008
manga-8330-1902,-2,0.75,0,0.7653999999999996
manga-8158-1901,-2,0,0,0.5200999999999993
manga-7977-3702,-2,0.5,0,1.2078999999999986
manga-9002-3702,-2,0,0,1.3847999999999985
manga-9490-12701,-2,0,1,1.0274
manga-8330-3702,-2,0,0,1.1911999999999985
manga-8158-3701,-2,-0.5,0,1.2035000000000018
manga-9002-3704,-2,0,0,1.1473000000000013
manga-8931-6103,-2,1,1,1.0976
manga-8600-1901,-2,0,0,0.8693999999999988
manga-10519-3701,-2,0,0,1.0558000000000014
manga-8262-3702,-2,0,1,0.8252999999999986
manga-9047-6101,-2,0,0,1.2543000000000006
manga-9868-6103,-2,0,1,1.2074999999999996
manga-8600-1902,-2,0.25,0,1.1219000000000001
manga-10519-3704,-2,0,0,1.0554999999999986
manga-8158-6101,-2,0,0,0.9699000000000026
manga-8600-3702,-2,0.5,0,1.2345000000000006
manga-8262-6102,-2,0,0,1.1836999999999982
manga-9490-1901,-2,0,0,1.127799999999997
manga-9490-1902,-2,0,0,1.0421000000000014
manga-8262-6104,-2,0,1,1.064
manga-8977-1901,-2,-0.5,0,1.008300000000002
manga-8932-1902,-2,0,0,1.4328000000000003
manga-9869-1901,-2,0,0,1.3301999999999978
manga-9048-12705,-2,0,1,1.3166999999999973
manga-9869-1902,-2,0,0,0.8497000000000021
manga-8601-12701,-2,0,1,1.2555000000000014
manga-8486-3702,-2,0,0,0.8852000000000011
manga-10492-3701,-2,0,0,1.1493000000000002
manga-9490-9102,-2,0,0,1.1629000000000005
manga-7979-3702,-2,0,0,1.285300000000003
manga-8932-6101,-2,0.5,0,1.0744000000000007
manga-8263-3702,-2,0,0,1.1231000000000009
manga-8239-3701,-2,0,0,1.111900000000002
manga-8135-3701,-2,0,0,1.1342999999999996
manga-9869-6102,-2,0.75,0,0.9838999999999984
manga-9024-6101,-2,0,0,1.3674999999999997
manga-8601-1902,-2,0,1,1.218200000000003
manga-8450-3704,-2,0,0,1.2161000000000008
manga-9048-6102,-2,0.5,1,1.176000000000002
manga-8932-9101,-2,0.75,0,1.0178000000000011
manga-9491-1901,-2,0.75,0,1.0396999999999998
manga-8601-3704,-2,0,0,0.9703999999999979
manga-8135-6102,-2,0,1,1.1469999999999985
manga-9491-3701,-2,0,0,0.7134
manga-8239-6104,-2,0,0,1.1235999999999997
manga-8933-12703,-2,0,0,1.0100000000000016
manga-8601-6101,-2,-0.5,0,1.2257999999999996
manga-9491-3703,-2,0.5,0,1.2272999999999996
manga-9491-3704,-2,0,0,1.2170999999999985
manga-8657-6103,-2,0,1,1.2040000000000006
manga-9049-1902,-2,0.25,0,1.2058
manga-9049-3701,-2,0,0,1.0324000000000026
manga-8933-3702,-2,0,0,0.9048000000000016
manga-9870-3701,-2,0,0,0.9490000000000016
manga-8978-3703,-2,0,1,1.2048999999999985
manga-9049-3703,-2,-0.5,0,1.304000000000002
manga-8602-12703,-2,1,0,1.0841999999999992
manga-9870-3703,-2,0,0,0.8552
manga-8978-3704,-2,0.75,0,1.0774000000000008
manga-8933-6101,-2,0,0,1.2804000000000002
manga-9870-3704,-2,0,0,0.9145000000000003
manga-8241-1901,-2,-0.5,0,1.1651999999999987
manga-7990-3701,-2,0,0,1.1966999999999999
manga-8933-6102,-2,0,0,1.1278000000000006
manga-8241-1902,-2,0,0,0.6266999999999996
manga-9025-3704,-2,0,0,1.240400000000001
manga-8933-6103,-2,0,0,1.0741000000000014
manga-8602-1901,-2,-0.5,0,1.2272999999999996
manga-8137-3701,-2,0,1,1.1306999999999974
manga-10493-6101,-2,0,0,1.1853000000000016
manga-8602-1902,-2,0,0,1.094899999999999
manga-8978-6104,-2,0,0,1.0067999999999984
manga-8978-9102,-2,0,0,1.1099999999999994
manga-8602-3703,-2,0,0,1.0005999999999986
manga-9492-1901,-2,0,0,1.1221999999999994
manga-8332-6104,-2,0,0,1.1604000000000028
manga-8602-3704,-2,0,0,1.014400000000002
manga-9492-3701,-2,0,0,1.0859999999999985
manga-9026-12701,-2,0,0,1.3402999999999992
manga-10494-12702,-2,0,0,1.132900000000003
manga-9492-3703,-2,0,0,1.1056000000000026
manga-8934-1901,-2,0,0,1.0475999999999992
manga-8979-1901,-2,0.75,0,1.164200000000001
manga-9050-1901,-2,0,0,1.0751000000000026
manga-8548-12705,-2,0,0,1.3317000000000014
manga-9050-1902,-2,0,0,1.1123000000000012
manga-8309-12704,-2,0,0,1.1081000000000003
manga-10494-1901,-2,0,0,1.0386000000000024
manga-8452-1901,-2,0.75,0,0.8403999999999989
manga-10494-1902,-2,0,0,0.9410999999999987
manga-7991-1901,-2,0,0,0.5691999999999986
manga-8711-9101,-2,1,0,1.1401000000000003
manga-8711-9102,-2,0,0,0.8888999999999996
manga-7991-1902,-2,0,0,1.0946999999999996
manga-8452-3702,-2,0,0,1.1738
manga-8243-1902,-2,0,0,1.2122000000000028
manga-8603-1901,-2,0.5,0,1.1890999999999998
manga-8548-6101,-2,0,0,1.0688999999999993
manga-8979-6103,-2,0,1,1.1010999999999989
manga-8243-3701,-2,0,0,1.0515000000000008
manga-8934-6104,-2,1,0,1.2504999999999988
manga-8309-3704,-2,0,0,1.1872000000000007
manga-8333-3704,-2,0,0,1.2146000000000008
manga-8333-6101,-2,0,0,1.2494000000000014
manga-8138-3704,-2,0,0,1.2189000000000014
manga-9050-6104,-2,0,0,1.1904000000000003
manga-7991-6101,-2,0,0,1.1320000000000014
manga-9493-1901,-2,0,0,1.0034000000000027
manga-9871-9102,-2,0,0,1.0107
manga-8603-3704,-2,0,0,1.1585
manga-9026-9102,-2,1,0,1.0873999999999988
manga-9493-3703,-2,0,0,1.1602000000000032
manga-8333-9102,-2,0,0,1.1532000000000018
manga-7992-12702,-2,0.25,1,1.0576000000000008
manga-8603-9101,-2,0.5,0,1.1277000000000008
manga-8935-1902,-2,-0.5,0,1.3316000000000017
manga-9872-1901,-2,0.5,0,0.6601999999999997
manga-9872-1902,-2,0.5,0,1.1164999999999985
manga-8980-3701,-2,0,0,0.8892999999999986
manga-7992-12704,-2,0,0,1.1623000000000019
manga-9085-1901,-2,1,0,0.9168999999999983
manga-9085-1902,-2,0,1,0.7897999999999996
manga-9027-1901,-2,0,0,0.2931999999999988
manga-8935-3702,-2,1,0,1.0488
manga-9872-3701,-2,0.5,0,1.1257999999999981
manga-8334-1901,-2,0,1,1.114600000000003
manga-10496-3701,-2,0,0,1.0706999999999987
manga-9872-3703,-2,0,0,0.5939999999999976
manga-8453-3701,-2,-0.5,0,1.1663999999999994
manga-8139-3701,-2,0,0,0.9658000000000015
manga-10496-3703,-2,0,0,1.0996000000000024
manga-8980-6102,-2,0,0,1.1890999999999998
manga-8453-3703,-2,0,1,1.0595999999999997
manga-9027-3704,-2,0,0,1.1559999999999988
manga-8244-3701,-2,1,0,1.1693999999999996
manga-9085-6102,-2,0,0,1.1963000000000008
manga-8604-3701,-2,0,0,1.0884
manga-8935-9102,-2,0,0,1.0243000000000002
manga-8936-12701,-2,0,0,1.1844000000000001
manga-8713-1901,-2,-0.5,0,1.1129999999999995
manga-8311-6103,-2,0,0,1.2088
manga-9494-1902,-2,0,0,1.0273000000000003
manga-10496-9101,-2,0,0,1.0458999999999996
manga-8244-6104,-2,0.25,0,1.0648000000000017
manga-8713-3704,-2,0,0,0.9867999999999988
manga-9494-6101,-2,0,0,1.1061000000000014
manga-8936-3701,-2,0,0,1.1485999999999983
manga-9028-1901,-2,0,0,1.1691000000000003
manga-10497-1901,-2,0,0,0.9303
manga-8606-12702,-2,0,0,0.9010999999999996
manga-7993-1901,-2,0,0,1.1487000000000016
manga-8936-3704,-2,0,0,0.9215000000000018
manga-8140-1901,-2,0,0,1.1065999999999967
manga-9494-9101,-2,0,1,1.1080000000000005
manga-8312-1902,-2,1,0,1.1330000000000027
manga-8335-1902,-2,0,0,1.0413999999999994
manga-8140-1902,-2,0,0,0.8951999999999991
manga-8550-3703,-2,0,0,1.1052999999999997
manga-9028-3702,-2,0,0,1.540499999999998
manga-8312-3701,-2,1,1,1.2975999999999992
manga-9876-3704,-2,1,0,1.5122
manga-8245-3702,-2,0,0,1.1605999999999987
manga-8140-3703,-2,0,0,1.0265999999999984
manga-8982-6103,-2,0,1,0.8445
manga-10497-6102,-2,0,1,1.1571999999999996
manga-8245-3703,-2,0,1,1.144000000000002
manga-8245-3704,-2,0,0,1.2255000000000003
manga-7993-6102,-2,0,1,1.1221999999999994
manga-9088-6104,-2,0,0,1.366699999999998
manga-8335-9101,-2,0,1,1.1485999999999983
manga-9497-1902,-2,0,0,1.1305000000000014
manga-8983-12703,-2,0,1,1.232400000000002
manga-8937-1901,-2,0,0,0.8252000000000024
manga-8455-12703,-2,0,0,1.1232000000000006
manga-8245-9102,-2,0,0,1.223399999999998
manga-8606-6104,-2,0,0,1.1111000000000004
manga-9497-3704,-2,0,0,1.1510999999999996
manga-9881-12703,-2,0,0,1.2172000000000018
manga-8455-1901,-2,0,0,1.0504999999999995
manga-8937-3703,-2,1,0,1.0808999999999997
manga-8455-1902,-2,0,0,1.0048999999999992
manga-9497-6103,-2,0,0,1.1341
manga-10498-1902,-2,0,1,1.3619999999999983
manga-8983-3702,-2,0,0,0.9926
manga-8336-1901,-2,0,0,1.0676000000000023
manga-8077-1901,-2,0,0,0.9902000000000015
manga-9029-3702,-2,0,1,1.1847999999999992
manga-8937-6101,-2,0,0,1.1701999999999977
manga-8077-1902,-2,0,0,1.1439999999999984
manga-8714-9102,-2,0,0,1.031600000000001
manga-9881-1902,-2,0,0,1.108699999999999
manga-8336-3701,-2,0,0,0.8559000000000019
manga-8551-3703,-2,0,0,1.0926999999999971
manga-9029-3703,-2,0,0,1.1622999999999983
manga-8247-1902,-2,0,0,0.9732999999999983
manga-9029-3704,-2,0,0,1.2199999999999989
manga-8983-6102,-2,0,1,0.9639999999999986
manga-8336-3703,-2,1,0,1.2637999999999998
manga-8336-3704,-2,0,0,1.1506000000000007
manga-8141-3703,-2,1,0,1.1699999999999982
manga-8611-1901,-2,0,0,1.1341999999999999
manga-8077-3703,-2,0,0,1.154600000000002
manga-8937-6104,-2,0,1,1.1317999999999984
manga-10498-6102,-2,0,0,1.1713999999999984
manga-9881-3703,-2,0.5,0,1.153699999999997
manga-9881-3704,-2,1,0,1.1173000000000002
manga-8141-6101,-2,0,0,1.2037000000000013
manga-8611-3701,-2,1,0,1.187899999999999
manga-9029-6103,-2,0,0,1.1099999999999994
manga-8455-6103,-2,0,0,1.1326
manga-8455-6104,-2,0,0,1.1105000000000018
manga-8983-9102,-2,0,0,1.1540999999999997
manga-8313-6103,-2,0,0,0.6143999999999998
manga-8336-6103,-2,0,0,1.2526999999999973
manga-8611-3703,-2,0,0,1.1113999999999997
manga-8247-6103,-2,0,0,1.2042000000000002
manga-9500-12705,-2,0,1,1.1332999999999984
manga-8715-3703,-2,-0.5,0,1.2055000000000007
manga-10499-12703,-2,0,1,1.193200000000001
manga-8938-1901,-2,0,0,1.0010999999999974
manga-8715-6101,-2,0.25,0,1.2043
manga-8984-1901,-2,0,0,1.3500000000000014
manga-8552-1901,-2,0,0,1.1755999999999993
manga-8456-1901,-2,0,0,1.0282000000000018
manga-9500-3704,-2,0,1,1.0505999999999993
manga-8552-1902,-2,0,1,1.0380000000000003
manga-8456-1902,-2,0,0,1.1006
manga-8938-3704,-2,0,0,1.3894999999999982
manga-8456-3701,-2,0.5,0,1.2036999999999978
manga-8314-1901,-2,0.5,0,1.0812999999999988
manga-8078-1901,-2,0.5,1,1.3020999999999994
manga-8984-3703,-2,1,1,1.0309999999999988
manga-9031-3701,-2,0,0,1.1873000000000005
manga-8143-1902,-2,0,0,1.116299999999999
manga-8314-3702,-2,0,0,0.9411999999999985
manga-9181-1901,-2,0,0,1.1019000000000005
manga-8456-3704,-2,0,0,1.0349000000000004
manga-8248-3702,-2,0,0,1.1818000000000026
manga-10499-6101,-2,0,1,1.1441000000000017
manga-9181-1902,-2,0,0,0.8628
manga-9031-6101,-2,0,0,0.9936000000000007
manga-8938-9102,-2,0.5,1,1.2106999999999992
manga-9883-3703,-2,1,0,1.1579000000000015
manga-8552-6104,-2,0,0,1.0965999999999987
manga-10499-6104,-2,0,1,1.466899999999999
manga-8314-6103,-2,0,0,1.2316000000000003
manga-9883-6101,-2,0.75,0,1.292300000000001
manga-9031-9101,-2,0,0,1.2790999999999997
manga-8248-6104,-2,0,1,1.255700000000001
manga-9883-6103,-2,1,0,1.1090000000000018
manga-9181-6103,-2,0,0,0.8058000000000014
manga-8939-12705,-2,0,0,1.2025000000000006
manga-8248-9101,-2,0,1,1.2713
manga-9501-3701,-2,0,1,1.1051000000000002
manga-9501-3702,-2,0,0,1.1753
manga-7443-1901,-2,0.5,0,0.6601999999999997
manga-9033-12702,-2,0,0,1.188600000000001
manga-7443-1902,-2,0,0,0.5939999999999976
manga-8939-3701,-2,0,0,1.013300000000001
manga-8985-1902,-2,0.5,0,0.9995000000000012
manga-9182-12701,-2,0,0,1.2753000000000014
manga-8144-12704,-2,0,0,1.1486000000000018
manga-8553-1902,-2,0,0,1.1703999999999972
manga-8985-3702,-2,1,0,0.8940999999999981
manga-8716-9101,-2,-0.5,1,1.5549999999999997
manga-10503-12705,-2,0.25,1,1.2254000000000005
manga-8338-1902,-2,-0.5,0,1.1597000000000008
manga-10503-1901,-2,0,0,1.1096000000000004
manga-8338-3701,-2,0.5,0,1.1479
manga-9033-3701,-2,0,0,1.3175000000000026
manga-8613-12704,-2,0,0,1.0976999999999997
manga-8939-6103,-2,0,1,1.2301000000000002
manga-8717-12702,-2,0,0,1.139800000000001
manga-10503-3702,-2,1,0,1.1006999999999998
manga-8338-3703,-2,0,0,1.2205000000000013
manga-9888-1901,-2,0.5,0,1.046199999999999
manga-8249-3703,-2,0,0,0.8944
manga-8315-3704,-2,0,0,1.1519000000000013
manga-9502-12701,-2,0,0,1.1558000000000028
manga-10503-3704,-2,0,0,1.0993999999999993
manga-8985-9101,-2,0.75,0,1.0661000000000023
manga-8613-1902,-2,0,0,0.7394000000000034
manga-8079-6101,-2,0,0,0.6905000000000001
manga-10503-6101,-2,0,0,1.1462000000000003
manga-8315-6103,-2,0,0,1.3010999999999981
manga-8717-1902,-2,0,1,1.1788999999999987
manga-8144-6103,-2,0.75,0,1.2332999999999998
manga-10503-6103,-2,0,0,1.075400000000002
manga-8315-9101,-2,0,0,1.1072999999999986
manga-9888-3704,-2,0,0,1.1525999999999996
manga-9888-6101,-2,0,0,1.1376000000000026
manga-8940-12704,-2,0,0,1.1750000000000007
manga-9502-1902,-2,0,0,1.0949999999999989
manga-9182-6103,-2,0,0,1.1963000000000008
manga-9888-6103,-2,0,0,1.1679999999999993
manga-9034-12702,-2,0,0,1.1921999999999997
manga-8940-1901,-2,0,0,1.0801999999999978
manga-8250-12701,-2,0,1,1.1379999999999981
manga-9888-6104,-2,0,0,1.1448999999999998
manga-8554-1901,-2,0,0,1.0935999999999986
manga-8987-1902,-2,-0.5,0,1.1463999999999999
manga-8940-3701,-2,0,0,1.0396
manga-8940-3702,-2,0,0,1.160700000000002
manga-9502-3704,-2,1,0,1.024799999999999
manga-9183-12701,-2,0,0,0.8939999999999984
manga-8613-9102,-2,0,1,1.190100000000001
manga-8459-1902,-2,0,0,0.6448
manga-8317-1901,-2,1,1,0.6216000000000008
manga-8080-1901,-2,0,0,0.9183000000000021
manga-8554-3703,-2,1,0,1.170300000000001
manga-8317-3701,-2,0,0,1.096499999999999
manga-10504-1902,-2,0,0,1.1158000000000001
manga-8940-6102,-2,0,1,0.5
manga-8250-1902,-2,0,0,1.232800000000001
manga-9183-1901,-2,0,0,1.0366
manga-8317-3702,-2,0,0,1.1746000000000016
manga-8614-12705,-2,0,1,1.154600000000002
manga-8080-3702,-2,0,0,0.9569999999999972
manga-8940-6103,-2,0,0,1.0655000000000001
manga-10504-3702,-2,0,0,1.1888000000000005
manga-8940-6104,-2,0.5,1,1.1717000000000013
manga-9183-1902,-2,0,0,1.1274000000000015
manga-9891-12705,-2,0,0,1.3778000000000006
manga-9891-1901,-2,0.5,0,0.7804000000000002
manga-8341-6101,-2,0.75,0,1.2053000000000011
manga-10504-3704,-2,0,0,1.258700000000001
manga-8940-9102,-2,1,0,1.2556000000000012
manga-8250-3704,-2,0,0,0.6686000000000014
manga-8718-1901,-2,0.5,0,1.2179000000000002
manga-8145-6102,-2,0,0,0.8734000000000002
manga-9183-6101,-2,0.75,0,1.0074000000000005
manga-8718-3701,-2,-0.5,1,1.0454000000000008
manga-9034-6104,-2,0,0,1.1315999999999988
manga-8614-3704,-2,0,0,1.1713000000000022
manga-9183-6102,-2,0,0,1.0518999999999998
manga-8318-12701,-2,0,0,1.251100000000001
manga-9183-6104,-2,0,1,1.1980000000000004
manga-9505-1902,-2,0,0,0.9762999999999984
manga-9035-12702,-2,0,0,0.9726999999999997
manga-8555-12704,-2,0,0,1.2079999999999984
manga-8941-1902,-2,0,1,1.0205999999999982
manga-9891-6104,-2,0,0,1.1326
manga-9891-9101,-2,0,0,1.0503
manga-8555-1902,-2,0,0,1.0824999999999996
manga-8989-3701,-2,0.5,0,1.1023999999999994
manga-8555-3701,-2,0,1,1.0636999999999972
manga-8318-1901,-2,0,0,1.4575999999999993
manga-8555-3702,-2,0,0,1.1326999999999998
manga-8318-1902,-2,0,0,1.091899999999999
manga-8941-3704,-2,0,0,1.0458999999999996
manga-9184-12704,-2,0.75,0,1.176000000000002
manga-8081-1902,-2,0,0,0.8076000000000008
manga-7495-3704,-2,0.5,0,1.2499000000000002
manga-8081-3701,-2,0,0,1.1465999999999994
manga-8719-12703,-2,0.5,0,1.2419000000000011
manga-8555-6102,-2,0,0,1.1376999999999988
manga-10506-3702,-2,0.75,0,1.0681999999999974
manga-9184-3701,-2,0,0,1.431600000000003
manga-8615-1902,-2,0,0,0.8371000000000031
manga-8555-6104,-2,0,0,1.278299999999998
manga-10506-3704,-2,0,0,0.9741999999999997
manga-8942-12701,-2,0,0,1.2668
manga-8719-1901,-2,0.5,0,1.0658999999999992
manga-8719-1902,-2,0.5,0,0.9687999999999981
manga-8615-3702,-2,0,0,1.1570999999999998
manga-8615-3704,-2,0.75,0,1.2207000000000008
manga-9035-9101,-2,0,1,1.2407000000000004
manga-8615-6101,-2,1,0,1.1854000000000013
manga-8719-3704,-2,1,0,1.097999999999999
manga-7815-1901,-2,0,0,1.2033999999999985
manga-10001-1902,-2,1,0,1.1701000000000015
manga-8942-3701,-2,0,0,1.218
manga-10001-3701,-2,0.5,0,1.1342999999999996
manga-9185-12702,-2,0,0,0.9942000000000029
manga-8462-1901,-2,0,0,1.0925000000000011
manga-8990-3701,-2,0.25,0,1.0496000000000016
manga-9506-3704,-2,0,0,1.1812000000000005
manga-7815-3703,-2,0,0,1.0733999999999995
manga-9036-1902,-2,0,0,1.0488999999999997
manga-8439-1902,-2,0,0,1.1178999999999988
manga-8319-1902,-2,0.75,0,0.804
manga-8082-1902,-2,0.5,0,0.8047000000000004
manga-10507-1901,-2,0,0,0.7140000000000022
manga-8253-1901,-2,0,0,1.0867000000000004
manga-8720-12701,-2,0,0,1.5163999999999973
manga-9036-3702,-2,0,1,0.9094000000000015
manga-8439-3702,-2,0,0,1.1503000000000014
manga-8319-3702,-2,1,0,1.1206000000000031
manga-8462-3704,-2,0,0,0.8733000000000004
manga-9506-6104,-2,0,1,0.9497
manga-8253-3701,-2,0,0,0.8959
manga-8082-3703,-2,-0.5,1,1.0620000000000012
manga-8566-3702,-2,0.75,0,1.1176999999999992
manga-8616-1902,-2,0,1,1.3007000000000026
manga-8990-6103,-2,1,0,1.0875000000000021
manga-8082-3704,-2,0,0,0.7335000000000029
manga-10507-3703,-2,0,0,1.1239999999999988
manga-8462-6103,-2,-0.5,0,1.0076999999999998
manga-8253-3704,-2,0.25,0,1.1506000000000007
manga-8082-6101,-2,0,0,0.6992999999999974
manga-10001-9102,-2,0,0,1.2637
manga-8720-1901,-2,0,0,0.9573
manga-8082-6102,-2,1,1,1.0791000000000004
manga-9507-12703,-2,0,0,1.0847000000000016
manga-8253-6102,-2,0,0,1.0015
manga-8943-12704,-2,0,1,0.4917999999999978
manga-9185-6103,-2,1,0,1.1765000000000008
manga-8720-3702,-2,1,0,1.0733999999999995
manga-8616-6101,-2,-0.5,0,1.3950999999999993
manga-8991-12702,-2,0,0,1.181000000000001
manga-8943-12705,-2,0,1,1.2321999999999989
manga-8253-9101,-2,0,0,1.1096000000000004
manga-9507-1902,-2,1,0,1.1654000000000018
manga-9185-9101,-2,0,1,0.8599999999999994
manga-8720-3704,-2,0,0,1.1874000000000002
manga-8616-6103,-2,0,1,1.1567000000000007
manga-8943-1902,-2,0,1,1.0920999999999985
manga-10213-3701,-2,0,1,1.2232999999999983
manga-8991-1901,-2,0,0,1.0518
manga-8991-1902,-2,0.75,0,1.0884
manga-10213-3702,-2,0,0,1.3574999999999982
manga-9037-12705,-2,0,1,1.2546
manga-8943-3703,-2,0,0,1.0442
manga-8464-1902,-2,0.75,0,1.1204
manga-9037-1901,-2,0,0,0.9649999999999999
manga-8148-12705,-2,0,1,1.280899999999999
manga-8991-3701,-2,-0.5,0,1.1358999999999995
manga-8991-3702,-2,0,0,1.1014000000000017
manga-9037-1902,-2,0,0,1.3073000000000015
manga-8943-6101,-2,0,1,1.1159999999999997
manga-8720-9102,-2,0,0,1.129100000000001
manga-10213-6101,-2,0.75,0,1.1098
manga-8440-3701,-2,0,0,1.1192000000000029
manga-8320-3701,-2,0.75,0,1.142199999999999
manga-8440-3702,-2,0,1,1.4391999999999996
manga-8148-3701,-2,0,0,1.2363
manga-8083-3701,-2,0.5,0,1.1022999999999996
manga-8254-1902,-2,0,1,0.8785999999999987
manga-9037-3702,-2,0,0,1.0378000000000007
manga-8254-3701,-2,0,0,1.1548000000000016
manga-8083-3702,-2,0.5,0,0.8877000000000024
manga-8320-3703,-2,-0.5,0,1.0978999999999992
manga-8618-12705,-2,0,0,1.1054999999999993
manga-7957-6103,-2,0,0,1.221
manga-9507-9102,-2,0.5,0,1.0198
manga-10213-6104,-2,0,1,1.1766000000000005
manga-9037-3704,-2,1,0,1.0884999999999998
manga-8618-1901,-2,0,0,0.5784
manga-8567-3704,-2,0,0,1.1757000000000026
manga-10508-6101,-2,0,1,1.3102000000000018
manga-8254-6101,-2,0,0,1.0717999999999996
manga-8083-6103,-2,0,0,1.1532000000000018
manga-8567-6103,-2,1,0,0.8643999999999998
manga-8721-3702,-2,0,1,1.0787000000000013
manga-8567-6104,-2,0,0,1.1686000000000014
manga-8440-9101,-2,0,1,1.3771999999999984
manga-10214-12704,-2,0,0,1.1100999999999992
manga-9508-1902,-2,0,0,0.7827999999999982
manga-8721-3703,-2,0,0,1.212299999999999
manga-10214-12705,-2,0,1,0.9889999999999972
manga-8618-6102,-2,1,0,0.9653999999999989
manga-9038-12702,-2,0,0,1.2105000000000032
manga-9193-6101,-2,0,1,1.2278999999999982
manga-8568-12701,-2,0,0,1.1021999999999998
manga-10214-1902,-2,0,1,1.0842000000000027
manga-8992-12705,-2,0,0,1.2580000000000027
manga-9193-6103,-2,0,0,1.1622999999999983
manga-8084-1901,-2,0,0,0.9730000000000025
manga-8084-1902,-2,0,0,1.160300000000003
manga-9508-6103,-2,0.5,0,1.3353000000000002
manga-8255-1902,-2,0,0,1.0158000000000023
manga-8149-1902,-2,0,0,1.249299999999998
manga-9194-12701,-2,0.5,0,0.5453
manga-8722-12701,-2,0,0,1.1914000000000016
manga-8568-1902,-2,1,0,1.1065000000000005
manga-8568-3701,-2,0,1,1.0142999999999986
manga-8992-3704,-2,0,0,1.2467000000000006
manga-8084-3703,-2,0.25,0,0.9283000000000001
manga-7958-6102,-2,0,0,0.7114000000000011
manga-8442-3702,-2,0.25,0,1.2135999999999996
manga-8465-3704,-2,0,0,1.2445999999999984
manga-8149-3702,-2,0,0,1.1955000000000027
manga-8568-3703,-2,1,0,0.38700000000000045
manga-8322-3703,-2,0,0,1.0714000000000006
manga-8149-3703,-2,0,0,0.8107000000000006
manga-9038-6102,-2,0,0,1.1630000000000003
manga-8568-6102,-2,0,0,1.0243000000000002
manga-8442-6104,-2,0,0,1.0634000000000015
manga-8619-6101,-2,0,0,1.157700000000002
manga-8255-9101,-2,0,1,1.1128
manga-9039-12701,-2,0,0,1.213000000000001
manga-8945-1902,-2,0,1,1.124600000000001
manga-9194-6103,-2,0,0,1.229099999999999
manga-8619-9101,-2,0,0,1.1849000000000025
manga-8993-1901,-2,-0.5,0,1.0413999999999994
manga-8945-3702,-2,0,0,0.6194999999999986
manga-9509-3704,-2,1,0,1.160700000000002
manga-8945-3703,-2,1,0,1.0917999999999992
manga-8466-1902,-2,0,0,1.0401999999999987
manga-9039-1901,-2,0,0,1.1619000000000028
manga-8722-6104,-2,0,1,1.2040000000000006
manga-7960-3701,-2,1,1,1.1238000000000028
manga-8323-1901,-2,0,0,1.1393999999999984
manga-8085-1902,-2,0,0,1.2491999999999983
manga-10510-1901,-2,0,0,1.4605999999999995
manga-9039-1902,-2,0,0,1.174599999999998
manga-7960-3702,-2,0.25,1,1.096
manga-8443-1902,-2,0,0,1.2101000000000006
manga-8256-1901,-2,0,0,1.0710000000000015
manga-8150-1901,-2,0,1,1.1210000000000022
manga-8722-9102,-2,0,0,1.2033999999999985
manga-8323-1902,-2,-0.5,0,1.1405999999999992
manga-8588-1901,-2,0,0,1.0698000000000008
manga-8323-3701,-2,0,0,0.8905999999999992
manga-8993-3704,-2,0,0,1.3282000000000025
manga-8945-6102,-2,0,0,1.3613999999999997
manga-8443-3702,-2,1,1,1.311600000000002
manga-8256-3701,-2,0,0,1.1478000000000002
manga-9039-3703,-2,0,0,1.2430999999999983
